781
242
17
35 64 125 169 244 252 335 370 413 480 495 563 628 672 725 760 0 
7 53 109 170 230 269 323 366 404 466 486 541 608 641 720 775 0 
38 72 110 150 200 233 248 378 414 485 524 569 624 658 714 776 0 
17 86 99 175 195 257 337 359 390 473 525 554 627 667 727 767 0 
34 92 140 167 202 276 298 353 398 482 510 570 589 663 682 762 0 
9 87 143 182 215 291 304 374 422 463 527 563 597 678 685 756 0 
44 76 121 177 220 258 324 370 411 484 499 542 596 648 719 731 0 
43 82 123 178 235 279 300 384 436 450 514 542 602 636 720 769 0 
32 60 138 184 219 268 283 359 413 455 512 569 625 654 692 763 0 
26 71 118 179 205 294 339 361 425 437 489 535 604 658 704 768 0 
34 69 103 185 230 278 319 372 392 402 518 575 598 659 689 770 0 
37 79 145 148 232 277 307 373 436 447 486 561 601 646 716 750 0 
38 95 144 191 234 271 313 350 416 478 505 537 585 670 719 774 0 
16 82 126 149 231 263 285 359 399 485 489 572 587 647 693 775 0 
19 89 124 193 237 284 286 334 391 484 521 569 594 655 696 744 0 
4 87 100 170 225 274 298 342 378 446 498 580 627 645 709 732 0 
42 97 131 181 227 280 340 347 400 446 500 542 603 670 726 750 0 
36 61 98 192 233 279 316 377 432 472 507 562 627 630 697 747 0 
12 58 128 184 215 285 333 387 406 478 488 554 629 657 683 770 0 
48 79 128 191 202 221 287 376 403 445 527 577 603 667 690 740 0 
